Blog	two	than	our	other	many	would	today	don	last	back	way	day	world	work	also	see	post	them	any	while	because	video	only	good	know	want	best	well	need	three	use	could	too	long	read	those	should	made	down	google	week	then	something	these	may	show	right	going	said	off	take	since	every	much	being	still	using	before	through	help	look	game	say	why	live	think	where	big	days	might	around	says	really	both	news	she	between	her	top	full	another	very	doesn	few	thing	things	does	better	did	story	keep	great	find	next	case	life	real	same	got	found	part	own	old	free	internet	home	without	app	always	number	high	used	end	open	man	getting	web	users	sure	data	let	change	during	different	already	city	page	ever	come	called	didn	enough	available	play	set	media	put	site	based	against	little	ago	finally	blog	working	company	including	times	future	hard	report	online	him	music	technology	away	almost	yet	team	information	com	isn	though	such	power	social	less	twitter	left	small	past	makes	start	across	again	version	million	shows	months	add	second	easy	five	business	actually	making	bit	photos	night	month	interesting	each	recent	space	nbsp	search	several	lot	done	single	once	doing	early	probably	state	phone	view	problem	coming	however	love	line	comes	won	never	give	everyone	create	design	gets	series	project	support	system	fact	means	car	family	latest	talk	money	public	taking	under	watch	told	youtube	went	must	far	book	experience	sometimes	america	point	list	call	link	email	security	buy	four	photo	step	within	website	simple	place	check	feel	instead	quite	via	mobile	facebook	control	build	itself	thought	hit	service	thanks	american	tuesday	source	released	comments	trying	user	run	black	idea	looking	seen	everything	seems	until	side	major	content	house	season	windows	become	product	images	rather	microsoft	name	image	science	bad	together	click	digital	reading	according	videos	center	took	someone	try	soon	ready	started	friends	features	important	least	games	given	able	group	share	ios	art	wednesday	process	likely	save	services	store	kind	earlier	obama	half	pretty	download	written	companies	behind	head	program	woman	example	continue	having	created	war	care	price	taken	believe	simply	release	network	morning	running	often	women	york	november	couple	stuff	apparently	update	links	special	party	needs	access	holiday	local	press	president	current	whole	community	stop	national	health	apps	feature	came	country	inside	screen	death	launched	takes	either	iphone	six	offer	along	note	weeks	favorite	complete	thinking	exactly	please	others	looks	writing	george	white	percent	lead	wants	worth	john	hand	close	amp	third	deal	among	later	school	goes	short	job	possible	states	results	street	official	near	software	designed	question	starting	red	recently	issues	devices	drive	large	android	government	interview	low	washington	anyone	shot	outside	nothing	class	whether	below	player	course	tools	word	law	dead	event	front	computer	text	longer	apple	words	saying	bottom	learn	test	drop	similar	lost	else	numbers	platform	nice	include	wasn	happy	developers	original	david	article	products	tell	maybe	understand	works	talking	color	face	announced	items	standard	terms	browser	launch	potential	general	fans	account
The Viral Garden	8	9	6	17	23	30	4	14	14	19	28	21	4	17	10	24	41	50	8	8	40	0	16	16	18	34	8	14	8	3	20	8	6	8	9	10	17	7	2	0	7	22	10	26	12	5	7	11	13	6	7	3	13	8	18	14	31	9	4	11	1	1	7	24	3	30	15	13	8	7	7	0	9	6	1	1	2	5	4	3	8	25	3	22	13	6	5	10	11	2	3	13	9	10	8	2	2	16	9	12	7	25	1	6	0	1	2	0	6	5	1	1	5	2	1	7	1	10	11	0	10	3	8	4	2	0	8	3	7	4	14	5	0	2	0	122	4	11	0	0	3	5	1	46	1	13	1	1	1	1	0	8	3	6	0	3	3	1	5	6	22	7	5	8	5	134	5	71	9	5	1	3	7	0	3	0	0	2	5	10	3	2	0	13	10	4	8	0	3	1	4	3	5	6	0	3	10	14	3	3	3	14	2	11	1	0	5	5	12	1	4	2	2	11	10	10	9	11	0	1	9	4	2	0	3	7	0	0	1	2	3	0	4	1	0	3	0	7	3	1	0	1	8	2	6	12	1	20	3	0	2	5	0	0	2	3	2	3	7	2	5	1	9	0	10	0	6	7	11	2	5	2	0	0	0	1	23	7	4	0	1	15	10	4	0	3	0	1	0	15	0	0	0	11	2	0	1	0	10	1	1	3	4	3	0	8	2	0	3	8	14	4	3	1	14	11	0	5	6	0	2	2	5	8	0	0	1	1	7	1	2	1	0	1	0	2	3	0	5	29	1	1	0	0	4	1	3	7	0	1	2	0	1	6	1	6	0	0	9	0	2	0	6	3	0	2	8	1	0	6	1	0	0	0	0	3	1	10	2	0	0	0	0	1	0	0	1	0	3	1	2	0	0	2	4	0	5	2	2	4	0	3	11	1	5	0	0	0	2	3	1	1	1	5	3	1	1	3	4	1	3	1	1	1	0	5	0	1	0	0	0	0	0	2	6	2	0	1	3	0	0	0	0	0	0	0	1	2	0	1	1	0	3	7	1	0	1	28	1	0	0	2	1	1	4	1	8	0	0	3	0	8	10	1	2	3	8	1	0	1	0	2	2	11	4	13	1	4	1	0	0	0	2	1	1	0	3	2	12	0
Joystiq	15	15	62	11	6	5	8	7	9	4	3	17	18	0	10	40	1	3	11	14	4	1	11	3	6	2	8	11	8	10	45	3	4	5	3	16	2	5	7	0	21	5	2	4	1	1	5	0	10	10	2	3	3	6	4	6	3	8	11	6	1	66	4	1	7	1	0	1	6	2	7	6	2	3	3	0	8	0	2	9	2	4	1	8	0	1	1	3	2	1	5	2	4	22	0	4	0	1	2	5	4	2	2	25	1	3	2	19	1	5	1	1	2	2	4	0	2	2	5	0	1	0	5	4	3	2	5	3	1	3	1	1	14	7	5	1	3	2	5	1	1	0	1	1	3	10	4	1	0	6	4	4	2	0	2	1	0	4	6	2	0	5	6	3	4	1	5	0	5	2	5	7	2	5	0	15	10	0	1	4	7	1	3	0	1	2	2	0	1	5	0	4	3	2	160	2	2	1	1	4	1	1	11	1	1	6	3	2	3	2	4	0	3	0	4	2	1	0	0	4	13	4	3	15	0	0	1	1	6	0	4	0	1	2	1	4	5	1	0	3	1	1	0	0	3	3	1	8	40	1	8	3	0	3	5	3	1	5	5	2	3	4	0	3	0	3	1	0	0	3	0	2	0	2	1	5	40	0	4	0	18	0	7	4	0	1	7	0	3	8	2	5	6	0	1	1	1	7	3	1	0	0	2	0	2	6	7	2	0	3	2	2	3	2	2	3	5	0	4	19	4	1	1	1	9	4	0	5	1	2	0	1	0	3	0	4	0	10	0	1	5	4	1	0	1	7	2	3	1	0	10	0	3	3	12	1	4	2	0	0	0	10	1	0	1	17	0	2	1	0	5	1	1	0	0	4	1	3	1	0	0	0	2	2	0	1	1	0	4	0	2	2	1	2	2	2	4	1	4	0	2	40	1	2	0	0	1	6	0	1	1	0	0	2	1	6	4	1	1	1	2	1	4	0	0	0	0	0	0	4	2	0	2	1	4	6	6	8	1	13	0	0	4	0	1	0	2	0	0	4	0	5	1	0	3	0	10	2	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	8	2	0	2	3	0	1	0	0	0	1	1	0	0	0	2	3	4	40	0	27	1	0	4	8
Cool Hunting	4	2	5	1	4	1	1	2	4	2	0	0	6	7	1	1	0	5	2	7	2	2	2	0	0	2	6	2	0	1	0	0	1	0	0	1	1	3	1	2	7	0	3	0	0	2	0	1	0	1	2	4	2	4	0	0	3	0	4	0	5	0	0	0	0	0	0	3	0	1	1	0	1	1	0	2	1	10	3	0	1	1	0	2	1	2	0	0	0	0	0	1	0	0	3	2	1	0	0	1	1	2	1	0	0	4	1	2	2	0	2	1	0	2	3	0	2	0	1	2	0	1	1	0	1	3	0	3	0	0	0	1	1	0	3	1	0	0	10	0	2	0	0	1	1	3	0	0	1	0	0	0	2	5	2	2	1	1	0	3	0	0	1	3	0	0	0	0	0	0	3	3	1	3	0	0	0	0	2	0	1	1	1	0	0	7	0	1	1	1	0	1	3	2	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	2	1	4	1	0	0	0	0	0	20	1	1	1	0	0	0	0	1	1	2	1	0	2	4	4	1	1	0	0	0	2	2	0	3	4	0	0	0	2	0	0	2	2	0	0	0	0	2	0	1	0	1	1	0	1	0	1	3	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	1	0	1	0	0	4	0	3	0	0	0	2	1	0	0	0	1	0	0	0	3	0	2	50	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	10	0	1	2	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	50	1	2	1	1	1	0	0	1	0	0	0	0	1	1	2	1	0	1	0	1	0	2	0	0	0	0	2	0	0	0	2	4	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	5	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
flagrantdisregard	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	0	1	1	0	0	0	0	1	1	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
IBM Big Data Hub Blog	1	1	3	1	2	7	2	1	2	2	1	1	1	0	1	1	4	1	0	0	0	0	1	0	0	0	2	4	3	0	9	0	0	1	0	3	0	0	0	0	2	0	2	0	1	0	0	0	2	0	2	0	1	2	1	0	2	0	1	3	0	2	0	0	1	1	3	33	1	1	1	2	3	1	1	0	1	0	1	2	0	0	1	0	1	0	0	2	2	0	1	0	2	0	2	3	2	1	0	0	6	1	1	0	1	0	3	0	1	1	1	2	0	1	0	1	0	4	1	74	0	0	1	2	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	3	0	1	0	0	1	2	1	0	0	0	1	0	0	1	0	6	0	1	0	3	2	1	1	3	0	1	2	0	0	2	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	2	1	0	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	2	1	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	1	3	0	0	0	0	0	2	2	1	5	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	1	0	5	0	0	0	0	1	0	0	0	1	2	2	3	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0
Scobleizer	1	0	3	1	1	0	1	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	4	0	0	1	2	0	1	0	0	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BaseballBlogs	13	8	2	8	2	6	12	4	8	43	17	3	1	5	4	12	4	5	29	9	5	0	3	12	7	1	4	35	4	11	27	5	5	4	3	1	8	7	13	1	0	20	2	10	11	3	33	10	4	22	3	2	16	5	2	2	2	9	1	0	2	85	3	2	19	5	12	0	1	9	5	6	5	2	0	0	5	0	12	1	5	0	9	4	4	2	5	5	6	1	3	12	6	7	1	0	2	0	5	2	2	3	1	2	23	9	0	0	3	1	9	2	9	8	4	5	0	0	4	7	2	4	0	1	1	2	1	0	4	2	8	2	0	27	7	0	4	0	1	1	3	1	1	88	3	1	1	2	2	4	0	1	15	0	0	9	2	2	21	0	52	2	2	1	2	2	5	0	15	0	4	7	7	2	9	2	0	2	0	7	16	3	1	0	0	1	0	0	11	2	0	7	0	1	0	0	2	3	2	7	2	2	2	2	0	0	2	0	7	0	1	18	4	5	0	1	4	2	0	6	3	3	1	0	2	0	0	0	0	1	0	0	1	5	6	0	1	1	27	7	1	0	2	0	2	0	1	1	0	0	1	4	1	2	1	0	0	2	5	1	3	2	0	0	0	0	0	2	3	26	0	8	5	0	2	0	1	0	0	26	1	0	3	2	2	4	3	9	1	1	0	3	2	3	0	0	1	0	61	4	0	7	2	8	0	0	1	0	0	3	0	1	3	1	0	0	1	1	0	14	0	0	0	1	0	0	2	0	1	3	0	1	0	1	0	3	1	1	0	0	6	7	0	0	2	1	2	1	1	0	9	1	2	0	1	0	0	7	2	0	9	0	3	3	2	1	0	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0	2	0	1	4	0	0	4	1	1	0	0	1	33	0	3	9	3	1	1	0	8	0	0	3	0	7	2	0	7	1	4	0	7	1	0	1	0	6	2	2	0	0	0	0	0	2	2	2	0	7	21	0	0	0	1	0	1	0	0	1	0	0	2	0	3	0	0	3	42	0	0	0	0	0	1	0	1	30	0	0	2	1	7	0	4	0	0	0	0	3	0	2	0	2	1	0	0	4	0	0	1	4	0	3	2	2	3	0	0	2	0	2	0	1	0	2	0
Download Squad	7	8	45	10	6	7	7	4	6	5	7	2	2	6	35	51	4	9	12	14	3	8	13	2	6	7	6	13	3	4	56	4	7	3	4	8	11	7	5	36	7	6	7	8	11	2	10	6	1	4	6	8	2	6	10	19	16	11	7	4	4	1	3	2	16	1	8	1	4	3	7	1	3	4	3	0	2	0	6	2	2	5	4	6	1	2	5	3	1	1	3	2	4	11	1	1	4	3	3	2	2	4	0	7	8	1	4	49	2	5	0	1	0	4	0	2	21	11	6	1	2	5	4	2	8	0	11	4	1	7	0	3	23	1	11	0	0	2	6	3	6	1	9	2	3	2	5	2	2	2	1	1	1	9	2	4	4	11	4	1	7	3	15	5	7	2	1	2	6	3	2	1	3	4	2	21	0	2	12	11	1	4	2	1	4	3	8	0	0	8	8	1	2	2	160	13	2	6	4	2	7	1	4	8	0	3	3	0	3	5	1	3	2	2	2	0	1	5	1	10	1	6	21	8	2	3	0	0	5	0	0	2	0	3	1	1	8	0	2	4	0	4	0	0	3	6	6	1	46	1	2	1	0	3	1	3	1	1	13	2	2	3	3	13	8	2	11	2	2	4	8	4	1	0	5	13	42	1	9	4	0	2	2	4	1	2	3	1	1	3	1	0	51	0	0	10	9	13	4	5	0	2	1	6	0	6	0	3	2	0	3	2	4	4	3	3	14	6	4	1	1	7	0	2	13	1	0	5	1	6	5	15	1	0	0	4	2	62	0	0	2	6	4	0	0	6	3	1	0	0	3	2	0	7	18	1	0	7	0	0	0	2	1	2	1	8	0	1	2	3	6	1	2	1	0	5	4	1	0	0	0	12	13	3	0	0	6	0	4	1	3	7	0	0	2	1	2	1	4	2	4	41	1	7	0	0	0	0	0	0	3	0	1	0	1	1	1	0	4	0	1	0	0	1	2	2	0	5	1	6	1	0	1	0	3	2	5	0	1	25	0	0	2	0	5	0	0	1	0	3	1	4	4	0	1	1	0	0	1	4	2	4	15	0	1	3	1	1	0	0	0	4	1	3	3	1	0	0	3	2	0	0	0	0	1	0	5	0	3	0	1	3	1	43	9	5	0	2	1	5
Captain's Quarters	0	2	0	2	0	1	2	0	0	2	0	2	1	1	2	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	2	0	2	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	3	4	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	1	0	1	3	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blog maverick	0	1	4	0	1	1	0	1	1	1	2	0	0	0	0	0	1	2	1	0	2	0	2	0	3	1	1	1	0	0	2	1	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	3	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	2	0	2	0	0	0	0	1	0	0	3	1	2	0	0	0	0	1	1	1	0	2	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	6	2	2	0	0	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Editor's Blog	2	2	0	1	1	2	6	2	1	0	0	3	1	0	0	1	3	1	1	1	1	1	3	0	1	1	0	0	0	0	1	1	2	0	4	2	1	0	2	0	0	1	2	0	1	1	1	2	0	0	0	0	0	1	2	0	0	1	2	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	2	0	1	1	2	1	0	0	0	1	0	1	1	2	0	1	0	1	0	1	2	1	2	0	2	1	1	2	1	0	0	2	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	1	1	0	2	0	0	0	1	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	4	0	0	1	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Little Green Footballs	4	5	6	5	5	8	6	7	1	4	4	5	7	2	5	8	2	9	5	2	13	11	5	3	14	1	1	4	0	6	3	8	4	3	4	5	2	7	5	8	1	8	3	9	1	0	13	6	27	0	1	4	6	4	5	2	2	3	2	3	2	0	3	1	0	2	0	0	2	0	3	4	1	4	8	5	3	0	0	1	6	6	3	1	3	0	5	1	6	12	4	3	2	1	2	4	1	3	0	0	2	5	4	0	3	1	2	0	1	1	5	1	7	1	0	2	0	0	2	1	1	1	3	3	1	2	1	2	3	4	2	1	1	1	1	1	2	0	4	4	0	2	2	0	2	2	7	5	0	2	0	3	9	3	0	3	0	4	1	5	24	1	1	4	0	0	0	7	2	2	0	2	1	3	4	4	2	2	1	1	0	0	1	0	3	1	1	2	1	2	2	1	0	0	0	5	4	1	3	0	0	6	1	1	2	3	1	0	0	0	2	1	2	1	1	0	0	1	0	2	3	0	1	0	4	0	0	1	3	0	1	3	3	3	2	3	7	0	0	0	0	1	2	6	1	1	4	1	0	3	0	1	1	1	1	2	0	1	2	0	3	1	1	0	6	0	0	0	1	1	0	0	6	1	1	0	0	1	0	1	2	0	1	1	6	2	1	0	0	0	3	0	0	2	1	1	2	0	0	0	0	0	0	2	0	1	0	3	2	3	1	1	0	0	0	1	0	3	0	0	3	1	4	2	0	0	2	1	0	0	4	0	2	2	13	1	3	0	2	2	1	0	2	0	1	0	0	2	2	2	0	2	2	3	1	1	0	0	1	5	0	5	0	0	0	3	0	1	1	0	2	0	0	4	5	1	0	1	1	4	6	0	0	0	6	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	1	1	1	1	0	3	0	0	0	4	1	1	1	0	0	1	3	0	0	3	0	1	1	1	8	4	0	3	2	0	0	5	2	0	0	0	1	2	0	0	8	2	1	0	1	4	0	2	0	1	1	0	2	0	2	5	0	0	0	1	2	1	3	1	2	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	10	3	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	3	0	0
